"MAKEID","MODELID","YEARID","TRIMID","ODSMAKEID","ODSMODELID","ODSYEARID","ODSTRIMID"
"20000015","20002341","20002742","20006492","20015","27661","58487","30283"
"20000015","20002341","30031936","20005064","20015","27661","30031936","24724"
"20000015","20002341","30031936","20005092","20015","27661","30031936","24752"
"20000015","20002341","30031936","20005269","20015","27661","30031936","24929"
"20000015","20002341","30031936","20006492","20015","27661","30031936","30283"
"20000015","20002341","35797618","20005064","20015","27661","35797618","24724"
"20000015","20002341","35797618","20005092","20015","27661","35797618","24752"
"20000015","20002341","35797618","20005269","20015","27661","35797618","24929"
"20000015","20002341","35797618","20006492","20015","27661","35797618","30283"
"20000015","20002350","20002736","20006065","20015","28203","27381","25725"
"20000015","20002350","20002736","20006117","20015","28203","27381","25777"
"20000015","20002350","20002737","20006065","20015","28203","34923","25725"
"20000015","20002350","20002737","20006117","20015","28203","34923","25777"
"20000015","20002350","20002737","20006140","20015","28203","34923","25800"
"20000015","20002350","20002738","20006065","20015","28203","39723","25725"
"20000015","20002350","20002738","20006117","20015","28203","39723","25777"
"20000015","20002350","20002738","20006140","20015","28203","39723","25800"
"20000015","20002350","20002739","20006065","20015","28203","47272","25725"
"20000015","20002350","20002739","20006117","20015","28203","47272","25777"
"20000015","20002350","20002739","20006140","20015","28203","47272","25800"
"20000015","20002350","20002740","20006065","20015","28203","51683","25725"
"20000015","20002350","20002740","20006117","20015","28203","51683","25777"
"20000015","20002350","20002740","20006492","20015","28203","51683","30283"
"20000015","20002350","20002741","20006065","20015","28203","56007","25725"
"20000015","20002350","20002741","20006117","20015","28203","56007","25777"
"20000015","20002350","20002741","20006492","20015","28203","56007","30283"
"20000015","20002350","20002742","20006065","20015","28203","58487","25725"
"20000015","20002350","20002742","20006117","20015","28203","58487","25777"
"20000015","20002350","20002742","20006492","20015","28203","58487","30283"
"20000015","20002350","30031936","20006065","20015","28203","30031936","25725"
"20000015","20002350","30031936","20006117","20015","28203","30031936","25777"
"20000015","20002350","30031936","34280339","20015","28203","30031936","34280339"
"20000015","20002350","30031936","34280341","20015","28203","30031936","34280341"
"20000015","20002350","30031936","34280436","20015","28203","30031936","34280436"
"20000015","20002350","35797618","20006065","20015","28203","35797618","25725"
"20000015","20002350","35797618","20006117","20015","28203","35797618","25777"
"20000015","20002350","35797618","34280339","20015","28203","35797618","34280339"
"20000015","20002350","35797618","34280341","20015","28203","35797618","34280341"
"20000015","20002350","35797618","34280436","20015","28203","35797618","34280436"
"20000015","20002420","20002695","20004545","20015","40343","20161","23139"
"20000015","20002439","20002738","20004545","20015","42464","39723","23139"
"20000015","20002439","20002739","20004545","20015","42464","47272","23139"
"20000015","20002439","20002740","20004545","20015","42464","51683","23139"
"20000015","20002439","20002741","20004545","20015","42464","56007","23139"
"20000015","20002439","20002742","20004545","20015","42464","58487","23139"
"20000015","20002439","30031936","20004545","20015","42464","30031936","23139"
"20000015","20002440","20002648","20006411","20015","42543","20114","26601"
"20000015","20002492","20002739","20004545","20015","48704","47272","23139"
"20000015","20002492","20002740","20004545","20015","48704","51683","23139"
"20000015","20002492","20002741","20004545","20015","48704","56007","23139"
"20000015","20002492","20002742","20004545","20015","48704","58487","23139"
"20000015","20002492","30031936","20004545","20015","48704","30031936","23139"
"20000015","20002494","20002739","20005269","20015","49085","47272","24929"
"20000015","20002494","20002739","20005333","20015","49085","47272","24993"
"20000015","20002494","20002740","20005269","20015","49085","51683","24929"
"20000015","20002494","20002740","20005333","20015","49085","51683","24993"
"20000015","20002494","20002741","20005269","20015","49085","56007","24929"
"20000015","20002494","20002741","20005333","20015","49085","56007","24993"
"20000015","20002494","20002742","20005269","20015","49085","58487","24929"
"20000015","20002494","20002742","20005333","20015","49085","58487","24993"
"20000015","20002494","30031936","20005269","20015","49085","30031936","24929"
"20000015","20002494","30031936","20006492","20015","49085","30031936","30283"
"20000015","20002504","20002739","20005333","20015","50243","47272","24993"
"20000015","20002504","20002740","20005333","20015","50243","51683","24993"
"20000015","20002504","20002741","20005333","20015","50243","56007","24993"
"20000015","20002504","20002742","20005333","20015","50243","58487","24993"
"20000015","20002504","30031936","20005269","20015","50243","30031936","24929"
"20000015","20002504","30031936","20006492","20015","50243","30031936","30283"
"20000015","20002546","20002739","20006492","20015","53027","47272","30283"
"20000015","20002546","20002739","20006962","20015","53027","47272","51625"
"20000015","20002546","20002740","20006492","20015","53027","51683","30283"
"20000015","20002546","20002740","20006962","20015","53027","51683","51625"
"20000015","20002546","20002741","20006492","20015","53027","56007","30283"
"20000015","20002546","20002741","20006962","20015","53027","56007","51625"
"20000015","20002546","20002742","20006492","20015","53027","58487","30283"
"20000015","20002546","20002742","20006962","20015","53027","58487","51625"
"20000015","20002546","30031936","20005064","20015","53027","30031936","24724"
"20000015","20002546","30031936","20006492","20015","53027","30031936","30283"
"20000015","20002546","30031936","20006962","20015","53027","30031936","51625"
"20000015","20002546","35797618","20005064","20015","53027","35797618","24724"
"20000015","20002546","35797618","20006492","20015","53027","35797618","30283"
"20000015","20002546","35797618","20006962","20015","53027","35797618","51625"
"20000015","20002574","20002658","20004884","20015","55487","20124","24544"
"20000015","20002574","20002658","20007104","20015","55487","20124","55490"
"20000015","20002593","20002741","20004545","20015","56747","56007","23139"
"20000015","20002593","20002741","20006065","20015","56747","56007","25725"
"20000015","20002593","20002741","20006117","20015","56747","56007","25777"
"20000015","20002593","20002742","20004545","20015","56747","58487","23139"
"20000015","20002593","20002742","20006065","20015","56747","58487","25725"
"20000015","20002593","20002742","20006117","20015","56747","58487","25777"
"20000015","20002593","30031936","20004545","20015","56747","30031936","23139"
"20000015","20002593","30031936","20006065","20015","56747","30031936","25725"
"20000015","20002593","30031936","20006117","20015","56747","30031936","25777"
"20000015","20002593","35797618","20004545","20015","56747","35797618","23139"
"20000015","20002593","35797618","20006065","20015","56747","35797618","25725"
"20000015","20002593","35797618","20006117","20015","56747","35797618","25777"
"20000015","20002594","20002741","20004545","20015","56748","56007","23139"
"20000015","20002594","20002742","20004545","20015","56748","58487","23139"
"20000015","20002594","30031936","20004545","20015","56748","30031936","23139"
"20000015","20002594","35797618","20004545","20015","56748","35797618","23139"
"20000015","20002595","20002741","20004545","20015","56749","56007","23139"
"20000015","20002595","20002741","20006065","20015","56749","56007","25725"
"20000015","20002595","20002741","20006117","20015","56749","56007","25777"
"20000015","20002595","20002742","20004545","20015","56749","58487","23139"
"20000015","20002595","20002742","20006065","20015","56749","58487","25725"
"20000015","20002595","20002742","20006117","20015","56749","58487","25777"
"20000015","20002595","30031936","20004545","20015","56749","30031936","23139"
"20000015","20002595","30031936","20006065","20015","56749","30031936","25725"
"20000015","20002595","30031936","20006117","20015","56749","30031936","25777"
"20000015","20002595","35797618","20004545","20015","56749","35797618","23139"
"20000015","20002595","35797618","20006065","20015","56749","35797618","25725"
"20000015","20002595","35797618","20006117","20015","56749","35797618","25777"
"20000015","20002606","20002739","20004545","20015","57387","47272","23139"
"20000015","20002606","20002740","20004545","20015","57387","51683","23139"
"20000015","20002609","20002653","20006411","20015","57767","20119","26601"
"20000015","30021281","20002742","20004545","20015","30021281","58487","23139"
"20000015","30021281","30031936","20004545","20015","30021281","30031936","23139"
"20000015","30032338","20002739","20004545","20015","30032338","47272","23139"
"20000015","30036452","20002742","20004545","20015","30036452","58487","23139"
"20000015","30036452","30031936","20004545","20015","30036452","30031936","23139"
"20000015","30036452","35797618","20004545","20015","30036452","35797618","23139"
"20000015","36284899","35797618","20005092","20015","36284899","35797618","24752"
"20000015","36284899","35797618","20005269","20015","36284899","35797618","24929"
"20000015","36284899","35797618","20005334","20015","36284899","35797618","24994"
"20000015","36284899","35797618","20006492","20015","36284899","35797618","30283"
"20000015","36301573","20002679","20004545","20015","36301573","20145","23139"
"20000015","36301573","20002734","20004545","20015","36301573","20200","23139"
"20000015","36301573","20002735","20004545","20015","36301573","20201","23139"
"20000015","36301573","20002736","20004545","20015","36301573","27381","23139"
"20000015","36301573","20002737","20004545","20015","36301573","34923","23139"
"20000015","36301573","20002738","20004545","20015","36301573","39723","23139"
"20000015","36301573","20002739","20004545","20015","36301573","47272","23139"
"20000015","36301573","20002740","20004545","20015","36301573","51683","23139"
"20000015","36324071","35797618","20003657","20015","36324071","35797618","24383"
"20000015","36324071","35797618","20005064","20015","36324071","35797618","24724"
"20000015","36324071","35797618","20006117","20015","36324071","35797618","25777"
"20000017","20000526","20002672","20002804","20017","21720","20138","23530"
"20000017","20000526","20002672","20002943","20017","21720","20138","23669"
"20000017","20000526","20002672","20003643","20017","21720","20138","24369"
"20000017","20000526","20002673","20002804","20017","21720","20139","23530"
"20000017","20000526","20002673","20002941","20017","21720","20139","23667"
"20000017","20000526","20002673","20002943","20017","21720","20139","23669"
"20000017","20000526","20002673","20003643","20017","21720","20139","24369"
"20000017","20000526","20002674","20002941","20017","21720","20140","23667"
"20000017","20000526","20002674","20002943","20017","21720","20140","23669"
"20000017","20000526","20002674","20003643","20017","21720","20140","24369"
"20000017","20000526","20002675","20002941","20017","21720","20141","23667"
"20000017","20000526","20002675","20002943","20017","21720","20141","23669"
"20000017","20000526","20002675","20003643","20017","21720","20141","24369"
"20000017","20000526","20002676","20002941","20017","21720","20142","23667"
"20000017","20000526","20002676","20003643","20017","21720","20142","24369"
"20000017","20000526","20002728","20002804","20017","21720","20194","23530"
"20000017","20000526","20002728","20002809","20017","21720","20194","23535"
"20000017","20000526","20002728","20002943","20017","21720","20194","23669"
"20000017","20000526","20002728","20002952","20017","21720","20194","23678"
"20000017","20000526","20002728","20003571","20017","21720","20194","24297"
"20000017","20000526","20002728","20003643","20017","21720","20194","24369"
"20000017","20000526","20002729","20002941","20017","21720","20195","23667"
"20000017","20000526","20002729","20002943","20017","21720","20195","23669"
"20000017","20000526","20002729","20003643","20017","21720","20195","24369"
"20000017","20000526","20002730","20002941","20017","21720","20196","23667"
"20000017","20000526","20002730","20002943","20017","21720","20196","23669"
"20000017","20000526","20002730","20003643","20017","21720","20196","24369"
"20000017","20000526","20002731","20002941","20017","21720","20197","23667"
"20000017","20000526","20002731","20002943","20017","21720","20197","23669"
"20000017","20000526","20002731","20003643","20017","21720","20197","24369"
"20000017","20000535","20002677","20002941","20017","21729","20143","23667"
"20000017","20000535","20002677","20002947","20017","21729","20143","23673"
"20000017","20000535","20002677","20003643","20017","21729","20143","24369"
"20000017","20000535","20002678","20002941","20017","21729","20144","23667"
"20000017","20000535","20002678","20002947","20017","21729","20144","23673"
"20000017","20000535","20002678","20003643","20017","21729","20144","24369"
"20000017","20000535","20002679","20002941","20017","21729","20145","23667"
"20000017","20000535","20002679","20002947","20017","21729","20145","23673"
"20000017","20000535","20002679","20005269","20017","21729","20145","24929"
"20000017","20000535","20002679","20005983","20017","21729","20145","25643"
"20000017","20000535","20002732","20002941","20017","21729","20198","23667"
"20000017","20000535","20002732","20002947","20017","21729","20198","23673"
"20000017","20000535","20002732","20003643","20017","21729","20198","24369"
"20000017","20000535","20002732","20006411","20017","21729","20198","26601"
"20000017","20000535","20002733","20002941","20017","21729","20199","23667"
"20000017","20000535","20002733","20002947","20017","21729","20199","23673"
"20000017","20000535","20002733","20003643","20017","21729","20199","24369"
"20000017","20000535","20002734","20002941","20017","21729","20200","23667"
"20000017","20000535","20002734","20002947","20017","21729","20200","23673"
"20000017","20000535","20002734","20003643","20017","21729","20200","24369"
"20000017","20000535","20002735","20002941","20017","21729","20201","23667"
"20000017","20000535","20002735","20002947","20017","21729","20201","23673"
"20000017","20000535","20002735","20003643","20017","21729","20201","24369"
"20000017","20000535","20002735","20006026","20017","21729","20201","25686"
"20000017","20000535","20002736","20002941","20017","21729","27381","23667"
"20000017","20000535","20002736","20002947","20017","21729","27381","23673"
"20000017","20000535","20002736","20003643","20017","21729","27381","24369"
"20000017","20000535","20002736","20006026","20017","21729","27381","25686"
"20000017","20000535","20002737","20002941","20017","21729","34923","23667"
"20000017","20000535","20002737","20002947","20017","21729","34923","23673"
"20000017","20000535","20002737","20003643","20017","21729","34923","24369"
"20000017","20000535","20002737","20006026","20017","21729","34923","25686"
"20000017","20000535","20002738","20002941","20017","21729","39723","23667"
"20000017","20000535","20002738","20002947","20017","21729","39723","23673"
"20000017","20000535","20002738","20003643","20017","21729","39723","24369"
"20000017","20000535","20002738","20006026","20017","21729","39723","25686"
"20000017","20000535","20002739","20002941","20017","21729","47272","23667"
"20000017","20000535","20002739","20002947","20017","21729","47272","23673"
"20000017","20000535","20002739","20003643","20017","21729","47272","24369"
"20000017","20000535","20002739","20006026","20017","21729","47272","25686"
"20000017","20000535","20002740","20002941","20017","21729","51683","23667"
"20000017","20000535","20002740","20002947","20017","21729","51683","23673"
"20000017","20000535","20002740","20003643","20017","21729","51683","24369"
"20000017","20000535","20002740","20006026","20017","21729","51683","25686"
"20000017","20000535","20002741","20002941","20017","21729","56007","23667"
"20000017","20000535","20002741","20002947","20017","21729","56007","23673"
"20000017","20000535","20002741","20003643","20017","21729","56007","24369"
"20000017","20000535","20002741","20005269","20017","21729","56007","24929"
"20000017","20000535","20002741","20006026","20017","21729","56007","25686"
"20000017","20000535","20002742","20002941","20017","21729","58487","23667"
"20000017","20000535","20002742","20002947","20017","21729","58487","23673"
"20000017","20000535","20002742","20002990","20017","21729","58487","23716"
"20000017","20000535","20002742","20003643","20017","21729","58487","24369"
"20000017","20000535","20002742","20006026","20017","21729","58487","25686"
"20000017","20000535","30031936","20002941","20017","21729","30031936","23667"
"20000017","20000535","30031936","20002947","20017","21729","30031936","23673"
"20000017","20000535","30031936","20002990","20017","21729","30031936","23716"
"20000017","20000535","30031936","20003643","20017","21729","30031936","24369"
"20000017","20000535","30031936","20006026","20017","21729","30031936","25686"
"20000017","20000540","20002673","20002941","20017","21734","20139","23667"
"20000017","20000540","20002673","20003643","20017","21734","20139","24369"
"20000017","20000540","20002674","20002941","20017","21734","20140","23667"
"20000017","20000540","20002674","20003643","20017","21734","20140","24369"
"20000017","20000540","20002675","20002941","20017","21734","20141","23667"
"20000017","20000540","20002675","20003643","20017","21734","20141","24369"
"20000017","20000540","20002676","20002941","20017","21734","20142","23667"
"20000017","20000540","20002676","20002947","20017","21734","20142","23673"
"20000017","20000540","20002676","20003643","20017","21734","20142","24369"
"20000017","20000540","20002677","20002941","20017","21734","20143","23667"
"20000017","20000540","20002677","20002947","20017","21734","20143","23673"
"20000017","20000540","20002677","20003643","20017","21734","20143","24369"
"20000017","20000540","20002678","20002941","20017","21734","20144","23667"
"20000017","20000540","20002678","20002947","20017","21734","20144","23673"
"20000017","20000540","20002678","20003643","20017","21734","20144","24369"
"20000017","20000540","20002678","20006026","20017","21734","20144","25686"
"20000017","20000540","20002678","20006411","20017","21734","20144","26601"
"20000017","20000540","20002679","20002941","20017","21734","20145","23667"
"20000017","20000540","20002679","20002947","20017","21734","20145","23673"
"20000017","20000540","20002679","20003643","20017","21734","20145","24369"
"20000017","20000540","20002679","20006026","20017","21734","20145","25686"
"20000017","20000540","20002728","20002941","20017","21734","20194","23667"
"20000017","20000540","20002728","20003643","20017","21734","20194","24369"
"20000017","20000540","20002729","20002941","20017","21734","20195","23667"
"20000017","20000540","20002729","20003643","20017","21734","20195","24369"
"20000017","20000540","20002730","20002941","20017","21734","20196","23667"
"20000017","20000540","20002730","20003643","20017","21734","20196","24369"
"20000017","20000540","20002731","20002941","20017","21734","20197","23667"
"20000017","20000540","20002731","20003643","20017","21734","20197","24369"
"20000017","20000540","20002732","20002941","20017","21734","20198","23667"
"20000017","20000540","20002732","20002947","20017","21734","20198","23673"
"20000017","20000540","20002732","20003643","20017","21734","20198","24369"
"20000017","20000540","20002733","20002941","20017","21734","20199","23667"
"20000017","20000540","20002733","20002947","20017","21734","20199","23673"
"20000017","20000540","20002733","20003643","20017","21734","20199","24369"
"20000017","20000540","20002733","20006026","20017","21734","20199","25686"
"20000017","20000540","20002734","20002941","20017","21734","20200","23667"
"20000017","20000540","20002734","20002947","20017","21734","20200","23673"
"20000017","20000540","20002734","20003643","20017","21734","20200","24369"
"20000017","20000540","20002734","20006026","20017","21734","20200","25686"
"20000017","20000540","20002735","20002941","20017","21734","20201","23667"
"20000017","20000540","20002735","20002947","20017","21734","20201","23673"
"20000017","20000540","20002735","20003643","20017","21734","20201","24369"
"20000017","20000540","20002735","20006026","20017","21734","20201","25686"
"20000017","20000540","20002736","20002941","20017","21734","27381","23667"
"20000017","20000540","20002736","20002947","20017","21734","27381","23673"
"20000017","20000540","20002736","20003643","20017","21734","27381","24369"
"20000017","20000540","20002736","20006026","20017","21734","27381","25686"
"20000017","20000540","20002737","20002941","20017","21734","34923","23667"
"20000017","20000540","20002737","20002947","20017","21734","34923","23673"
"20000017","20000540","20002737","20003643","20017","21734","34923","24369"
"20000017","20000540","20002737","20006026","20017","21734","34923","25686"
"20000017","20000540","20002737","20006716","20017","21734","34923","38827"
"20000017","20000540","20002738","20002941","20017","21734","39723","23667"
"20000017","20000540","20002738","20002947","20017","21734","39723","23673"
"20000017","20000540","20002738","20003643","20017","21734","39723","24369"
"20000017","20000540","20002738","20006026","20017","21734","39723","25686"
"20000017","20000540","20002738","20006716","20017","21734","39723","38827"
"20000017","20000540","20002739","20002941","20017","21734","47272","23667"
"20000017","20000540","20002739","20002947","20017","21734","47272","23673"
"20000017","20000540","20002739","20003643","20017","21734","47272","24369"
"20000017","20000540","20002739","20006026","20017","21734","47272","25686"
"20000017","20000540","20002739","20006716","20017","21734","47272","38827"
"20000017","20000540","20002740","20002941","20017","21734","51683","23667"
"20000017","20000540","20002740","20002947","20017","21734","51683","23673"
"20000017","20000540","20002740","20003643","20017","21734","51683","24369"
"20000017","20000540","20002740","20006026","20017","21734","51683","25686"
"20000017","20000540","20002740","20006716","20017","21734","51683","38827"
"20000017","20000540","20002741","20002941","20017","21734","56007","23667"
"20000017","20000540","20002741","20002947","20017","21734","56007","23673"
"20000017","20000540","20002741","20003643","20017","21734","56007","24369"
"20000017","20000540","20002741","20006026","20017","21734","56007","25686"
"20000017","20000540","20002741","20006716","20017","21734","56007","38827"
"20000017","20000540","20002742","20002941","20017","21734","58487","23667"
"20000017","20000540","20002742","20002947","20017","21734","58487","23673"
"20000017","20000540","20002742","20003643","20017","21734","58487","24369"
"20000017","20000540","20002742","20005269","20017","21734","58487","24929"
"20000017","20000540","20002742","20006026","20017","21734","58487","25686"
"20000017","20000540","20002742","20006716","20017","21734","58487","38827"
"20000017","20000540","30031936","20002941","20017","21734","30031936","23667"
"20000017","20000540","30031936","20002947","20017","21734","30031936","23673"
"20000017","20000540","30031936","20003643","20017","21734","30031936","24369"
"20000017","20000540","30031936","20005269","20017","21734","30031936","24929"
"20000017","20000540","30031936","20006026","20017","21734","30031936","25686"
"20000017","20000540","30031936","20006716","20017","21734","30031936","38827"
"20000017","20000540","35797618","20002941","20017","21734","35797618","23667"
"20000017","20000540","35797618","20002947","20017","21734","35797618","23673"
"20000017","20000540","35797618","20002990","20017","21734","35797618","23716"
"20000017","20000540","35797618","20003643","20017","21734","35797618","24369"
"20000017","20000540","35797618","20006026","20017","21734","35797618","25686"
"20000017","20000547","20002665","20006411","20017","21741","20131","26601"
"20000017","20000547","20002666","20006411","20017","21741","20132","26601"
"20000017","20000547","20002667","20006411","20017","21741","20133","26601"
"20000017","20000547","20002668","20005702","20017","21741","20134","25362"
"20000017","20000547","20002668","20006411","20017","21741","20134","26601"
"20000017","20000547","20002669","20005092","20017","21741","20135","24752"
"20000017","20000547","20002669","20005577","20017","21741","20135","25237"
"20000017","20000547","20002669","20005702","20017","21741","20135","25362"
"20000017","20000547","20002670","20005092","20017","21741","20136","24752"
"20000017","20000547","20002670","20005577","20017","21741","20136","25237"
"20000017","20000547","20002670","20005702","20017","21741","20136","25362"
"20000017","20000547","20002670","20005703","20017","21741","20136","25363"
"20000017","20000547","20002671","20005092","20017","21741","20137","24752"
"20000017","20000547","20002671","20005702","20017","21741","20137","25362"
"20000017","20000547","20002672","20004342","20017","21741","20138","22936"
"20000017","20000547","20002672","20005092","20017","21741","20138","24752"
"20000017","20000547","20002672","20005702","20017","21741","20138","25362"
"20000017","20000547","20002672","20005987","20017","21741","20138","25647"
"20000017","20000547","20002673","20005092","20017","21741","20139","24752"
"20000017","20000547","20002673","20005702","20017","21741","20139","25362"
"20000017","20000547","20002673","20005987","20017","21741","20139","25647"
"20000017","20000547","20002674","20005336","20017","21741","20140","24996"
"20000017","20000547","20002674","20006411","20017","21741","20140","26601"
"20000017","20000547","20002675","20005951","20017","21741","20141","25611"
"20000017","20000547","20002675","20006411","20017","21741","20141","26601"
"20000017","20000547","20002720","20006411","20017","21741","20186","26601"
"20000017","20000547","20002721","20006411","20017","21741","20187","26601"
"20000017","20000547","20002722","20006411","20017","21741","20188","26601"
"20000017","20000547","20002723","20005702","20017","21741","20189","25362"
"20000017","20000547","20002723","20006411","20017","21741","20189","26601"
"20000017","20000547","20002724","20005702","20017","21741","20190","25362"
"20000017","20000547","20002724","20006411","20017","21741","20190","26601"
"20000017","20000547","20002725","20005092","20017","21741","20191","24752"
"20000017","20000547","20002725","20005702","20017","21741","20191","25362"
"20000017","20000547","20002726","20003981","20017","21741","20192","22575"
"20000017","20000547","20002726","20005577","20017","21741","20192","25237"
"20000017","20000547","20002726","20005702","20017","21741","20192","25362"
"20000017","20000547","20002726","20005703","20017","21741","20192","25363"
"20000017","20000547","20002727","20005092","20017","21741","20193","24752"
"20000017","20000547","20002727","20005702","20017","21741","20193","25362"
"20000017","20000547","20002727","20005987","20017","21741","20193","25647"
"20000017","20000547","20002728","20005092","20017","21741","20194","24752"
"20000017","20000547","20002728","20005269","20017","21741","20194","24929"
"20000017","20000547","20002728","20005702","20017","21741","20194","25362"
"20000017","20000547","20002728","20005987","20017","21741","20194","25647"
"20000017","20000547","20002729","20005336","20017","21741","20195","24996"
"20000017","20000547","20002729","20006411","20017","21741","20195","26601"
"20000017","20000547","20002730","20005951","20017","21741","20196","25611"
"20000017","20000547","20002730","20006411","20017","21741","20196","26601"
"20000017","20000547","20002731","20005951","20017","21741","20197","25611"
"20000017","20000547","20002731","20006411","20017","21741","20197","26601"
"20000017","20000689","20002678","20005032","20017","21884","20144","24692"
"20000017","20000689","20002678","20005037","20017","21884","20144","24697"
"20000017","20000689","20002678","20005117","20017","21884","20144","24777"
"20000017","20000689","20002679","20005032","20017","21884","20145","24692"
"20000017","20000689","20002679","20005037","20017","21884","20145","24697"
"20000017","20000689","20002679","20005117","20017","21884","20145","24777"
"20000017","20000689","20002679","20005119","20017","21884","20145","24779"
"20000017","20000689","20002734","20005032","20017","21884","20200","24692"
"20000017","20000689","20002734","20005037","20017","21884","20200","24697"
"20000017","20000689","20002734","20005117","20017","21884","20200","24777"
"20000017","20000689","20002734","20005119","20017","21884","20200","24779"
"20000017","20000689","20002735","20005032","20017","21884","20201","24692"
"20000017","20000689","20002735","20005037","20017","21884","20201","24697"
"20000017","20000689","20002735","20005117","20017","21884","20201","24777"
"20000017","20000689","20002736","20005032","20017","21884","27381","24692"
"20000017","20000689","20002736","20005037","20017","21884","27381","24697"
"20000017","20000689","20002736","20005117","20017","21884","27381","24777"
"20000017","20000689","20002737","20005032","20017","21884","34923","24692"
"20000017","20000689","20002737","20005037","20017","21884","34923","24697"
"20000017","20000689","20002737","20005117","20017","21884","34923","24777"
"20000017","20000689","20002738","20005032","20017","21884","39723","24692"
"20000017","20000689","20002738","20005037","20017","21884","39723","24697"
"20000017","20000689","20002738","20005117","20017","21884","39723","24777"
"20000017","20000689","20002738","20005738","20017","21884","39723","25398"
"20000017","20000689","20002739","20005032","20017","21884","47272","24692"
"20000017","20000689","20002739","20005037","20017","21884","47272","24697"
"20000017","20000689","20002739","20005117","20017","21884","47272","24777"
"20000017","20000689","20002739","20005738","20017","21884","47272","25398"
"20000017","20000689","20002740","20005032","20017","21884","51683","24692"
"20000017","20000689","20002740","20005037","20017","21884","51683","24697"
"20000017","20000689","20002740","20005117","20017","21884","51683","24777"
"20000017","20000689","20002740","20005269","20017","21884","51683","24929"
"20000017","20000689","20002740","20005738","20017","21884","51683","25398"
"20000017","20000689","30031936","20004545","20017","21884","30031936","23139"
"20000017","20000689","30031936","20005032","20017","21884","30031936","24692"
"20000017","20000689","30031936","20005037","20017","21884","30031936","24697"
"20000017","20000689","30031936","20005117","20017","21884","30031936","24777"
"20000017","20000689","30031936","20005738","20017","21884","30031936","25398"
"20000017","20000689","30031936","20006754","20017","21884","30031936","41783"
"20000017","20000689","30031936","35008769","20017","21884","30031936","35008769"
"20000017","20000689","30031936","35008892","20017","21884","30031936","35008892"
"20000017","20000714","20002675","20006411","20017","21910","20141","26601"
"20000017","20000714","20002676","20006411","20017","21910","20142","26601"
"20000017","20000714","20002677","20006411","20017","21910","20143","26601"
"20000017","20000714","20002678","20006411","20017","21910","20144","26601"
"20000017","20000714","20002679","20004681","20017","21910","20145","23275"
"20000017","20000714","20002679","20006411","20017","21910","20145","26601"
"20000017","20000714","20002731","20006411","20017","21910","20197","26601"
"20000017","20000714","20002732","20006411","20017","21910","20198","26601"
"20000017","20000714","20002733","20006411","20017","21910","20199","26601"
"20000017","20000714","20002734","20006411","20017","21910","20200","26601"
"20000017","20000714","20002735","20004681","20017","21910","20201","23275"
"20000017","20000714","20002735","20006411","20017","21910","20201","26601"
"20000017","20001138","20002672","20005092","20017","22337","20138","24752"
"20000017","20001138","20002672","20005702","20017","22337","20138","25362"
"20000017","20001138","20002672","20005987","20017","22337","20138","25647"
"20000017","20001138","20002673","20005092","20017","22337","20139","24752"
"20000017","20001138","20002673","20005702","20017","22337","20139","25362"
"20000017","20001138","20002673","20005987","20017","22337","20139","25647"
"20000017","20001138","20002727","20005092","20017","22337","20193","24752"
"20000017","20001138","20002727","20005702","20017","22337","20193","25362"
"20000017","20001138","20002728","20005092","20017","22337","20194","24752"
"20000017","20001138","20002728","20005702","20017","22337","20194","25362"
"20000017","20001138","20002728","20005987","20017","22337","20194","25647"
"20000017","20001138","20002729","20005092","20017","22337","20195","24752"
"20000017","20001138","20002729","20005702","20017","22337","20195","25362"
"20000017","20001138","20002729","20005987","20017","22337","20195","25647"
"20000017","20001440","20002660","20006411","20017","20495","20126","26601"
"20000017","20001440","20002661","20006411","20017","20495","20127","26601"
"20000017","20001440","20002715","20006411","20017","20495","20181","26601"
"20000017","20001440","20002716","20006411","20017","20495","20182","26601"
"20000017","20001551","20002663","20006411","20017","20606","20129","26601"
"20000017","20001551","20002664","20006411","20017","20606","20130","26601"
"20000017","20001551","20002665","20006411","20017","20606","20131","26601"
"20000017","20001551","20002666","20003643","20017","20606","20132","24369"
"20000017","20001551","20002666","20006411","20017","20606","20132","26601"
"20000017","20001551","20002667","20003643","20017","20606","20133","24369"
"20000017","20001551","20002667","20006411","20017","20606","20133","26601"
"20000017","20001551","20002668","20002804","20017","20606","20134","23530"
"20000017","20001551","20002668","20003643","20017","20606","20134","24369"
"20000017","20001551","20002668","20003668","20017","20606","20134","24394"
"20000017","20001551","20002669","20002804","20017","20606","20135","23530"
"20000017","20001551","20002669","20003643","20017","20606","20135","24369"
"20000017","20001551","20002669","20003668","20017","20606","20135","24394"
"20000017","20001551","20002670","20002804","20017","20606","20136","23530"
"20000017","20001551","20002670","20002941","20017","20606","20136","23667"
"20000017","20001551","20002670","20003643","20017","20606","20136","24369"
"20000017","20001551","20002671","20002804","20017","20606","20137","23530"
"20000017","20001551","20002671","20002941","20017","20606","20137","23667"
"20000017","20001551","20002671","20003643","20017","20606","20137","24369"
"20000017","20001551","20002672","20002804","20017","20606","20138","23530"
"20000017","20001551","20002672","20002941","20017","20606","20138","23667"
"20000017","20001551","20002672","20003643","20017","20606","20138","24369"
"20000017","20001551","20002673","20002804","20017","20606","20139","23530"
"20000017","20001551","20002673","20002941","20017","20606","20139","23667"
